      0.00000000      0.00000000      1.00000000
      0.31415927      0.31159699      0.97547561
      0.62831855      0.60791057      0.90300626
      0.94247776      0.87437588      0.78614908
      1.25663710      1.09789419      0.63064265
      1.57079625      1.26747632      0.44412607
      1.88495553      1.37477958      0.23576295
      2.19911480      1.41452610      0.01579228
      2.51327419      1.38475585     -0.20497601
      2.82743335      1.28692603     -0.41569239
      3.14159250      1.12583721     -0.60599935
      3.45575190      0.90939963     -0.76654136
      3.76991105      0.64824545     -0.88942504
      4.08407021      0.35520479     -0.96860814
      4.39822960      0.04467813     -1.00019395
      4.71238899     -0.26807511     -0.98262542
      5.02654839     -0.56768394     -0.91676146
      5.34070730     -0.83942199     -0.80583423
      5.65486670     -1.06993043     -0.65529072
      5.96902609     -1.24787915     -0.47252649
      6.28318501     -1.36451328     -0.26652008
